sentence,length,lang
The Ludwigslied in English Lay or Song of Ludwig is an Old High German OHG poem of rhyming couplets celebrating the victory of the Frankish army led by Louis III of France over Danish Viking raiders at the Battle of SaucourtenVimeu on August,43,en
The poem is thoroughly Christian in ethos,7,en
It presents the Viking raids as a punishment from God He caused the Northmen to come across the sea to remind the Frankish people of their sins and inspired Louis to ride to the aid of his people,38,en
Louis praises God both before and after the battle,9,en
Although the poem is Christian in content and the use of rhyme reflects Christian rather than pagan Germanic poetry it belongs to the genre of Preislied a song in praise of a warrior of a type which is presumed to have been common in Germanic oral tradition,47,en
The poem is preserved in over four pages in a single thcentury manuscript formerly in the monastery of SaintAmand now in the Bibliothèque municipale Valenciennes Codex f,27,en
In the same manuscript and written by the same scribe is the Old French Sequence of Saint Eulalia,18,en
The poem speaks of Louis in the present tense it opens I know a king called Ludwig who willingly serves God,21,en
I know he will reward him for it,8,en
Since Louis died in August the next year the poem must have been written within a year of the battle,20,en
However in the manuscript the poem is headed by the Latin rubric Ritmus teutonicus de piae memoriae Hluduice rege German song to the beloved memory of King Louis which means it must be a copy of an earlier text,39,en
Most regard it as the sole textual example of the otherwise little known West Frankish dialect which is assumed to have been the language of the Salian Franks,28,en
This dialect is supposed to have been a descendant of Old Frankish that was spoken in West Francia closely related to the Franconian dialects of Old High German as spoken in East Francia but not identical with any single one of them,42,en
It may also be attested in a small OHG–Latin glossary known as Pariser Gespräche it does not only give translations for single words but also for short everyday sentences acting as a sort of practical language guide or phrase book for travellers,42,en
Some regard it as Rhenish Franconian though there are some peculiarities which have received a variety of explanations,18,en
It is assumed that the manuscript was written by a bilingual scribe in SaintAmand and we have no other example of an OHG text from this area,27,en
McWatt is a surname,4,en
Notable people with the surname include Cliff McWatt – West Indian cricketer Mark McWatt born Guyanese writer and educator Tessa McWatt Guyaneseborn Canadian writer,24,en
Unarpur railway station Urdu انارپور ریلوے اسٹیشن‬‎ Sindhi انارپور ریلوے اسٹیشن‎ is located in Sindh Pakistan,16,en
Possession Point Chinese 水坑口 Jyutping seoi haang hau is a former point of land on the northwestern coast of Hong Kong Island in Hong Kong before land reclamation moved the coast further north,33,en
Tom Lewis born January is a professional golfer from Welwyn Garden City Hertfordshire England,14,en
In Lewis won the Boys Amateur Championship at Royal St Georges,11,en
In he lost to Peter OMalley in a playoff for the New South Wales Open and then tied for th place at the Australian Open,25,en
This was followed by victory on the Old Course at St Andrews in the St Andrews Links Trophy,18,en
Lewis qualified for the Open Championship at Royal St Georges via Local Final Qualifying at Rye,16,en
In the first round he shot a fiveunderpar giving him a share of the lead alongside Thomas Bjørn,18,en
This was the lowest singleround score by an amateur in Open Championship history and the equal lowest in any major championship,21,en
It made him the first amateur to lead a major after a round since Mike Reid in the U,19,en
Open and the first amateur to lead the Open Championship since Michael Bonallack in,14,en
One of Lewiss firstround partners was Tom Watson after whom he is named,13,en
Lewis finished tied for th place and as the low amateur he won the Silver Medal,16,en
Lewis turned professional after the Walker Cup,7,en
He made his professional debut at the Austrian Golf Open in September shooting a twooverpar in the first round,19,en
He recovered to finish in a tie for tenth,9,en
His maiden professional win came at the Portugal Masters on the European Tour in October shooting rounds of and to finish two shots clear of the field,27,en
It was his third professional start,6,en
In December he was crowned the European Tours Sir Henry Cotton Rookie of the Year,15,en
After a decline in form of several years Lewis won the Bridgestone Challenge on the Challenge Tour,17,en
Later in the year he won his second Portugal Masters title on the European Tour,15,en
The Lepallier River is a tributary of the south shore of the Broadback River flowing westward to Rupert Bay located south of the James Bay,25,en
The Lepallier River flows in the municipalities of Eeyou Istchee BaieJames municipality and Waskaganish Cree village municipality in the administrative region of NordduQuébec in Quebec in Canada,27,en
Aiyyaa OuchOh My is a Indian romantic comedy film starring Rani Mukherji and Prithviraj in the lead roles,18,en
This film is the debut Bollywood film of Malayalam actor Prithviraj Sukumaran,12,en
